UC_Survey,TEHSIL_Survey,DISTRICT_Survey,Column1,Google API Returned Value,UC_Shape,TEHSIL_Shape,DISTRICT_Shape
leisr kalan, shakargarh, narowal,,"['Shakar Garh, Narowal, Punjab, Pakistan', 0.0, 32.25723900000001, 75.16037519999999]",malha,shakargarh,narowal
lessar kalan, zafarwal, narowal,,"['lessar kalan darman shakargarh rd., Pakistan', 0.0, 32.3499838, 75.0621007]",ghona,shakargarh,narowal
liaqat abad, gulberg town, lahore,,"['Model Town Extension Block Q Flats Model Town, Lahore, Punjab, Pakistan', 0.0, 31.470214, 74.32970639999999]",pindi rajputan,lahore,lahore
liaqat abad, lahore city, lahore,,"['Liaqatabad Islampura, Lahore, Punjab 54000, Pakistan', 0.0, 31.5636368, 74.3028379]",riwaz garden,lahore,lahore
lillah town, pind dadan khan, jhelum,,"['Lilla, Jhelum, Punjab, Pakistan', 0.0, 32.5635948, 72.74813689999999]",ahmadabad,pind dadan khan,jhelum
liqatabad, faisalabad city, faisalabad,,"['Liaquatabad, Faisalabad, Punjab, Pakistan', 0.0, 31.413438, 73.0515961]",faisalabad c,faisalabad city,faisalabad
lobian wala, gujranwala, gujranwala,,"['Gujranwala, Punjab, Pakistan', 0.0, 32.1876919, 74.1944529]",gujranwala c,gujranwala city,gujranwala
lohadra, rawalpindi, rawalpindi,,"['Rawalpindi, Punjab, Pakistan', 0.0, 33.5651107, 73.0169135]",dhamial,rawalpindi tehsil,rawalpindi
lohe shah, jhang, jhang,,"['Jhang, Punjab, Pakistan', 0.0, 31.27806829999999, 72.3316761]",civil station,jhang,jhang
m c bhaker 1, bhakkar, bhakkar,,"['Bhakkar, Punjab, Pakistan', 0.0, 31.6082059, 71.0854325]",gadola,bhakkar,bhakkar
m c bhaker 2, bhakkar, bhakkar,,"['Bhakkar, Punjab, Pakistan', 0.0, 31.6082059, 71.0854325]",gadola,bhakkar,bhakkar
m c bhaker 3, bhakkar, bhakkar,,"['Bhakkar, Punjab, Pakistan', 0.0, 31.6082059, 71.0854325]",gadola,bhakkar,bhakkar
m c khaniwal 1, khanewal, khanewal,,"['Khanewal, Punjab, Pakistan', 0.0, 30.3046584, 71.92360599999999]",khanewal koh,khanewal,khanewal
m c khaniwal 2, khanewal, khanewal,,"['Khanewal, Punjab, Pakistan', 0.0, 30.3046584, 71.92360599999999]",khanewal koh,khanewal,khanewal
m c khaniwal 3, khanewal, khanewal,,"['Khanewal, Punjab, Pakistan', 0.0, 30.3046584, 71.92360599999999]",khanewal koh,khanewal,khanewal
m c khaniwal 4, khanewal, khanewal,,"['Khanewal, Punjab, Pakistan', 0.0, 30.299249, 71.9235542]",khanewal koh,khanewal,khanewal
m c khaniwal 5, khanewal, khanewal,,"['Khanewal, Punjab, Pakistan', 0.0, 30.286416, 71.9320259]",khanewal - 2,khanewal,khanewal
m c khaniwal 6, khanewal, khanewal,,"['Khanewal, Punjab, Pakistan', 0.0, 30.299249, 71.9235542]",khanewal koh,khanewal,khanewal
m c  maree, murree, rawalpindi,,"['Murree, Rawalpindi, Punjab, Pakistan', 0.0, 33.9069576, 73.3943017]",None,murree tehsil,rawalpindi
machhianwala (chak no. 533/e.b), vehari, vehari,,"['Unnamed Rd, Pakistan', 0.0, 30.0334733, 72.3842815]",15/wb,vehari,vehari
machianna, gujrat, gujrat,,"['Machhiana, Gujrat, Punjab, Pakistan', 0.0, 32.5717066, 73.9521468]",chikori bhal,kharian,gujrat
mad pir wala, ahmadpur east, bahawalpur,,"['Pir Wala, Jhang, Punjab, Pakistan', 0.0, 31.0285039, 72.2793093]",chayanwala,shorkot,jhang
madan shah, jhang, jhang,,"['Haadi Shah St, Bhabrana Mohalla Mohalla Bhabrana, Jhang Sadar, Jhang, Punjab, Pakistan', 0.0, 31.2889706, 72.3155963]",hasnanah,jhang,jhang
madho lal hussain, lahore city, lahore,,"['Shrine of Madho Lal Hussain, Baghbanpura, Lahore, 54000, Pakistan', 0.0, 31.585727, 74.374783]",crown park,lahore,lahore
madho lal hussain, shalimar town, lahore,,"['Shalimar Town Dera Ghazi Khan, Punjab, Pakistan', 0.0, 30.0580698, 70.6520561]",paigan,dera ghazi khan,dera ghazi khan
madina town  x  block, faisalabad city, faisalabad,,"['Block X Madina Town, Faisalabad, Punjab, Pakistan', 0.0, 31.4250008, 73.124265]",faisalabad c,faisalabad city,faisalabad
madina town  z  block, faisalabad city, faisalabad,,"['Block Z Madina Town, Faisalabad, Punjab, Pakistan', 0.0, 31.4199182, 73.1233082]",faisalabad c,faisalabad city,faisalabad
madke dharewal, kot radha kishen, kasur,,"['Kot Radha Kishan, Kasur, Punjab, Pakistan', 0.0, 31.1710804, 74.1063776]",bhedian kala,kasur,kasur
madke dharewal, kasur, kasur,,"['Kasur, Punjab, Pakistan', 0.0, 31.1178653, 74.4408385]",maan,kasur,kasur
madpirwan, ahmadpur east, bahawalpur,,"['Ahmedpur East, Bahawalpur, Punjab, Pakistan', 0.0, 29.1459, 71.2517835]",mehrabwala,ahmadpur east,bahawalpur
madu kahlwan, narowal, narowal,,"['Ghayaspur, Narowal, Punjab, Pakistan', 0.0, 32.1303106, 74.944964]",jassar,narowal,narowal
mahalla muhazam shah, chiniot, chiniot,,"['Chiniot, Jhang, Punjab, Pakistan', 0.0, 31.7291662, 72.9821954]",salara,chiniot,chiniot
mahar wali, bahawalnagar, bahawalnagar,,"['Maharwali, Bahawalnagar, Punjab, Pakistan', 0.0, 29.8591684, 73.19691080000001]",noor sar,bahawalnagar,bahawalnagar
maharan sharif, chishtian, bahawalnagar,,"['Mahar Sharif, Bahawalnagar, Punjab, Pakistan', 0.0, 29.867803, 72.83677759999999]",mari shauq s,chishtian,bahawalnagar
maharban colony, multan city, multan,,"['Maharban Colony Shadab Colony, Multan, Punjab, Pakistan', 0.0, 30.2111999, 71.4518283]",multan city urban,multan city,multan
mahmood abad, mailsi, vehari,,"['Hassan Abad Rd, Mailsi, Vehari, Punjab, Pakistan', 0.0, 29.8069651, 72.1863417]",muhammad sha,mailsi,vehari
mahnat darshan, depalpur, okara,,"['Mahant Darshan, Okara, Punjab, Pakistan', 0.0, 30.4303949, 73.7823508]",kani pur,depalpur,okara
mai de jhagi, faisalabad city, faisalabad,,"['Faisalabad City, Faisalabad, Punjab, Pakistan', 0.0, 31.33599139999999, 72.94605659999999]",chak no. 78/,faisalabad saddar,faisalabad
maibal sharif, kalur kot, bhakkar,,"['Maibal Sharif, Bhakkar, Punjab, Pakistan', 0.0, 32.0457157, 71.20129159999999]",maibal,kalur kot,bhakkar
mailsi sharki, mailsi, vehari,,[],Not Found,Not Found,Not Found
mailsi west, mailsi, vehari,,"['Mailsi, Vehari, Punjab, Pakistan', 0.0, 29.7921021, 72.1771541]",burana khas,mailsi,vehari
main bazar daska 3, daska, sialkot,,"['Main Bazaar, Madharian Wala Kalar, Sialkot, Punjab, Pakistan', 0.0, 32.3330765, 74.3538054]",glotian kala,daska,sialkot
main factory area, faisalabad city, faisalabad,,"['Imtiaz Shaheed Rd, Block W Madina Town, Faisalabad, Punjab, Pakistan', 0.0, 31.42883299999999, 73.1239192]",faisalabad c,faisalabad city,faisalabad
mairra, muzaffargarh, muzaffargarh,,"['Muzaffargarh, Punjab, Pakistan', 0.0, 30.07360869999999, 71.1804988]",latkaran,muzaffargarh,muzaffargarh
makhan bela, rahim yar khan, rahim yar khan,,"['Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.4211565, 70.2988744]",rahim yar khan,rahim yar khan,rahim yar khan
makhan pura, lahore city, lahore,,"['Makhan Pura Chah Miran, Lahore, Punjab, Pakistan', 0.0, 31.5900929, 74.34335109999999]",wassanpura,lahore,lahore
makhdoom aali, dunyapur, lodhran,,"['Makhdoom Aali, Lodhran, Punjab, Pakistan', 0.0, 29.7874706, 71.55533299999999]",makhdum ali,dunyapur,lodhran
malah, shaker garh, narowal,,"['Gurdwara Darbar Sahib Road, Kartarpur, Narowal, Punjab, Pakistan', 0.0, 32.0872731, 75.0167558]",langah,shakargarh,narowal
malah, shakargarh, narowal,,"['Shakar Garh, Narowal, Punjab, Pakistan', 0.0, 32.25723900000001, 75.16037519999999]",malha,shakargarh,narowal
malakhanwala, sambrial, sialkot,,"['Malkhanwala, Sialkot, Punjab, Pakistan', 0.0, 32.4449361, 74.31622109999999]",gojra,daska,sialkot
malho aana, jhang, jhang,,"['Malho, Sheikhupura, Punjab, Pakistan', 0.0, 31.6175438, 74.1610626]",buraj attari,ferozewala,sheikhupura
malik wal, malakwal, mandi bahauddin,,"['Malakwāl, Mandi Bahauddin, Punjab, Pakistan', 0.0, 32.5507057, 73.208709]",malakwal - 2,malikwal,mandi bahauddin
malot sattian, kotli sattian, rawalpindi,,"['Mallot Sattian, Rawalpindi, Azad Jammu and Kashmir, Pakistan', 0.0, 33.8932657, 73.56235749999999]",None,kotli sattian tehsil,rawalpindi
mamoo kanjan town committee, tandlian wala, faisalabad,,"['Mamunkanjan, Faisalabad, Punjab, Pakistan', 0.0, 30.8227737, 72.8101887]",chak no. 198,samundri,faisalabad
mana nowala karpal singha, sheikhupura, sheikhupura,,"['Karpal, Rawalpindi, Punjab, Pakistan', 0.0, 33.5220466, 73.36718549999999]",None,kahuta tehsil,rawalpindi
mananwala 1, sheikhupura, sheikhupura,,"['Mananwala, Sheikhupura, Punjab, Pakistan', 0.0, 31.5881046, 73.69188059999999]",manawala kir,sheikhupura,sheikhupura
manawan, lahore cantt, lahore,,"['Manawan, Lahore, Punjab, Pakistan', 0.0, 31.5897658, 74.4804046]",bhaseen,lahore,lahore
manawan, wahga town, lahore,,"['Manawan, Lahore, Punjab, Pakistan', 0.0, 31.5897658, 74.4804046]",bhaseen,lahore,lahore
manchan abad 1, minchinabad, bahawalnagar,,"['Minchinabad - Bahawalnagar Rd, Minchinabad, Bahawalnagar, Punjab, Pakistan', 0.0, 30.1571868, 73.5605702]",peer ghar,minchinabad,bahawalnagar
manchan abad 2, minchinabad, bahawalnagar,,"['Minchinabad - Bahawalnagar Rd, Minchinabad, Bahawalnagar, Punjab, Pakistan', 0.0, 30.1571868, 73.5605702]",peer ghar,minchinabad,bahawalnagar
mandi ahmed abad, depalpur, okara,,"['Mandi Ahmad Abad, Okara, Punjab, Pakistan', 0.0, 30.6544362, 74.0314811]",qadirabad,depalpur,okara
mandi bhalwal, sarai alamgir, gujrat,,"['Mandi Bhalwal, Gujrat, Punjab, Pakistan', 0.0, 32.976536, 73.8962994]",besa khurd,sarai alamgir,gujrat
mandi bhawaldin 1, mandi bahauddin, mandi bahauddin,,"['Mandi Bahauddin, Punjab, Pakistan', 0.0, 32.5741646, 73.4828374]",sohawa dillo,mandi bahauddin,mandi bahauddin
mandi bhawaldin 2, mandi bahauddin, mandi bahauddin,,"['Mandi Bahauddin, Punjab, Pakistan', 0.0, 32.5741646, 73.4828374]",sohawa dillo,mandi bahauddin,mandi bahauddin
mandi bhawaldin 3, mandi bahauddin, mandi bahauddin,,"['Mandi Bahauddin, Punjab, Pakistan', 0.0, 32.5741646, 73.4828374]",sohawa dillo,mandi bahauddin,mandi bahauddin
mandi bhawaldin 4, mandi bahauddin, mandi bahauddin,,"['Mandi Bahauddin, Punjab, Pakistan', 0.0, 32.5741646, 73.4828374]",sohawa dillo,mandi bahauddin,mandi bahauddin
mandi bhawaldin 5, mandi bahauddin, mandi bahauddin,,"['Mandi Bahauddin, Punjab, Pakistan', 0.0, 32.5741646, 73.4828374]",sohawa dillo,mandi bahauddin,mandi bahauddin
mandi sadiq gunj, minchinabad, bahawalnagar,,"['Mandi Sadiq Ganj, Bahawalnagar, Punjab, Pakistan', 0.0, 30.15911, 73.7389596]",giryabad,minchinabad,bahawalnagar
mandi sambrial, sambrial, sialkot,,"['Mandi Sambrial, Sambrial, Sialkot, Punjab, Pakistan', 0.0, 32.479293, 74.36131329999999]",sehjo kala,daska,sialkot
mandiala warriach, aroop town, gujranwala,,"['Mandiala Warraich, Gujranwala, Punjab, Pakistan', 0.0, 32.2199516, 74.1548242]",warriach,gujranwala saddar,gujranwala
mandiala warriach, gujranwala, gujranwala,,"['Mandiala Warraich, Gujranwala, Punjab, Pakistan', 0.0, 32.2199516, 74.1548242]",warriach,gujranwala saddar,gujranwala
mandra, gujar khan, rawalpindi,,"['Mandra, Rawalpindi, Punjab, Pakistan', 0.0, 33.3611901, 73.2426251]",None,gujar khan tehsil,rawalpindi
manga mandi, lahore city, lahore,,"['Manga Mandi, Lahore, Punjab, Pakistan', 0.0, 31.3016316, 74.06966729999999]",manga,lahore,lahore
manghot, gujar khan, rawalpindi,,"['Manghot, Rawalpindi, Punjab, Pakistan', 0.0, 33.2890714, 73.115782]",None,gujar khan tehsil,rawalpindi
mangowal gharbi, gujrat, gujrat,,"['Mangowal, Gujrat, Punjab, Pakistan', 0.0, 32.4971702, 73.8973468]",chechian,gujrat,gujrat
manhala, lahore cantt, lahore,,"['Manhala, Lahore, Punjab, Pakistan', 0.0, 31.5281369, 74.54486349999999]",minhala,lahore,lahore
manhala, wahga town, lahore,,"['Manhala Rd, Lahore, Punjab, Pakistan', 0.0, 31.5518099, 74.5226029]",minhala,lahore,lahore
manianda, kallar sayaddan, rawalpindi,,"['Tehsil Kallar Syedan, Rawalpindi, Punjab, Pakistan', 0.0, 33.4126922, 73.48872879999999]",None,kahuta tehsil,rawalpindi
mankiala brahmna, gujar khan, rawalpindi,,"['Mankiala Muslim, Rawalpindi, Punjab, Pakistan', 0.0, 33.2456732, 73.2750618]",None,gujar khan tehsil,rawalpindi
mankiala muslim, gujar khan, rawalpindi,,"['Mankiala Muslim, Rawalpindi, Punjab, Pakistan', 0.0, 33.2456732, 73.2750618]",None,gujar khan tehsil,rawalpindi
mansoor abad, faisalabad city, faisalabad,,"['Mansoorabad, Faisalabad, Punjab, Pakistan', 0.0, 31.43468309999999, 73.114965]",faisalabad c,faisalabad city,faisalabad
